@relation images
@attribute faces_detected_up real
@attribute faces_detected_right real
@attribute faces_detected_down real
@attribute faces_detected_left real
@attribute reg0r-avg real
@attribute reg0r-var real
@attribute reg0g-avg real
@attribute reg0g-var real
@attribute reg0b-avg real
@attribute reg0b-var real
@attribute reg1r-avg real
@attribute reg1r-var real
@attribute reg1g-avg real
@attribute reg1g-var real
@attribute reg1b-avg real
@attribute reg1b-var real
@attribute reg2r-avg real
@attribute reg2r-var real
@attribute reg2g-avg real
@attribute reg2g-var real
@attribute reg2b-avg real
@attribute reg2b-var real
@attribute reg3r-avg real
@attribute reg3r-var real
@attribute reg3g-avg real
@attribute reg3g-var real
@attribute reg3b-avg real
@attribute reg3b-var real
@attribute class { "right", "down", "up", "left" }
@data
0,0,0,1,0.1076276795,0.0027835596,0.1128050749,0.0033755597,0.1087858342,0.0057343724,0.4969088972,0.0119231492,0.4956841587,0.0128073788,0.4739505989,0.0162064335,0.1190184604,0.0118382809,0.1229609073,0.0130616663,0.1148663731,0.0126218495,0.511586028,0.0521144971,0.5375120656,0.0521128649,0.5685117037,0.054890021,"up"
1,0,1,0,0.6013878829,0.0784408315,0.5445467715,0.084153521,0.5038286424,0.0858667073,0.4739885141,0.0240355167,0.3928432844,0.0233913249,0.3290821606,0.0214583981,0.5372436253,0.1131275191,0.491148143,0.1253444924,0.4652508315,0.1357710169,0.7406024806,0.0061687713,0.7316986558,0.0061005143,0.6992793792,0.0063526937,"down"
1,0,0,0,0.2463353607,0.0232944646,0.2493434768,0.024058415,0.1991959804,0.0307693476,0.5636979335,0.0659473428,0.4662124555,0.0549318426,0.4421614415,0.0438470474,0.3013508412,0.0341325598,0.3222605695,0.0246470355,0.2804562797,0.0286713258,0.4370230937,0.0833708535,0.4108084151,0.0625160381,0.34202943,0.0522581355,"up"
0,0,2,0,0.7521050347,0.0553080434,0.6623697917,0.10939888,0.6747233073,0.0929638373,0.6552680122,0.0017737812,0.6497992622,0.0020048671,0.6620388455,0.0018691543,0.3295989196,0.0285865302,0.2841034503,0.0296962673,0.2725734782,0.0324827479,0.6254138592,0.1119317536,0.6208541473,0.1154882431,0.6253920771,0.1170731039,"down"
1,0,0,1,0.4871048211,0.096905535,0.4640366945,0.096876007,0.4689852858,0.0929653227,0.6021317398,0.070211887,0.6659979153,0.0818801936,0.7567802785,0.0967045738,0.7020852432,0.0490162384,0.7309625081,0.0467232808,0.7822189792,0.0454758017,0.3723626914,0.0372313162,0.3867591943,0.0358625368,0.4157914959,0.047086779,"down"
0,1,2,0,0.6806640625,0.0497288322,0.6684936523,0.0473794566,0.6827832031,0.0430429755,0.2300244141,0.016377366,0.2436279297,0.0176228184,0.1911157227,0.0107376685,0.1938517321,0.0078261089,0.1980514399,0.0081022007,0.196261347,0.0084940548,0.5919925136,0.074274875,0.5678018051,0.0697469452,0.5092797892,0.0835594848,"down"
11,0,0,0,0.9044795284,0.0030116843,0.6562771267,0.0056020729,0.3278103299,0.0064560147,0.6497169777,0.1472402626,0.4098867911,0.0767651715,0.1503897208,0.0140787902,0.4986934933,0.1350871376,0.3674746178,0.0754870697,0.1694332922,0.0241854862,0.8872097456,0.007188887,0.6343928544,0.0131740936,0.3483450915,0.0213051257,"up"
4,0,0,0,0.3436099782,0.0301218818,0.3698443244,0.0275674244,0.2780570236,0.0283181769,0.2246189491,0.0162389418,0.3048095703,0.0242822442,0.2055903416,0.017723513,0.4473087439,0.0940528502,0.4616337899,0.0902336681,0.4247783371,0.0981406808,0.5618005161,0.0970370998,0.5636626124,0.0904553824,0.5376283984,0.0962043713,"up"
0,0,0,0,0.5078360818,0.1067385397,0.4114879261,0.0550202496,0.498840332,0.0425484929,0.5372217352,0.0635914134,0.5249342485,0.0283684165,0.5962122137,0.02251649,0.1763514514,0.0017571258,0.2931038951,0.002413698,0.4930020735,0.0021737211,0.4637885071,0.0745099254,0.372576644,0.0717298385,0.3803095379,0.071914743,"left"
1,0,0,0,0.2185745804,0.0096054829,0.206970667,0.0089592191,0.1726743345,0.0082308561,0.667231807,0.0526638569,0.6698667173,0.0505813921,0.5650074146,0.0493671948,0.4177745232,0.0527830306,0.3698113708,0.0517729206,0.3284700239,0.0546828476,0.6128409223,0.019234358,0.6165408817,0.0301026846,0.5841074255,0.0314864607,"down"
0,0,0,0,0.9421195984,0.0038051037,0.9867337545,0.0002519432,0.9886868795,0.0001462394,0.2302691142,0.0286304602,0.3374557495,0.022997975,0.2625579834,0.0222832471,0.3772008715,0.0664673,0.5053842447,0.0696311006,0.4917632765,0.0762212894,0.3338299576,0.0661614194,0.4566986588,0.0684728767,0.4238315188,0.0783190259,"up"
0,0,0,0,0.7294644442,0.0003629048,0.7473075173,0.0002968805,0.7234247381,0.0004695817,0.7371659712,0.0006560328,0.7590845281,0.0004044034,0.7477874756,0.000355339,0.7513199793,0.0005486516,0.7688703347,0.0004315605,0.7636940906,0.00048362,0.7148363448,0.0004308185,0.7423244964,0.0002097281,0.7113114633,0.0002224215,"down"
1,0,1,0,0.6327294922,0.0595741394,0.7805981445,0.0676000256,0.8727612305,0.0552664704,0.3510253906,0.0584729743,0.3619726563,0.0474852222,0.3847192383,0.0325500657,0.0759012417,0.0004416101,0.1443910424,0.0003311012,0.2520672475,0.0006696861,0.6741965776,0.0523022741,0.6998545753,0.0624721987,0.7239474645,0.0638171354,"up"
0,0,0,0,0.5991849032,0.0831712091,0.5985634544,0.0834097326,0.5888186368,0.0941975825,0.755339189,0.0156712319,0.6928294789,0.0112856853,0.6443953081,0.012705145,0.381311093,0.0342165927,0.4153065758,0.0349522594,0.2916635812,0.0352343334,0.3186130036,0.0408269121,0.3015754591,0.0441884535,0.3119945942,0.0478335823,"up"
0,0,0,0,0.2355207963,0.0267390648,0.2374572754,0.0245425197,0.2263738459,0.0248716714,0.2644514604,0.0125303151,0.2292619185,0.012491883,0.1822384921,0.0114468013,0.1816609893,0.0287284775,0.1387718454,0.0137385517,0.1553447127,0.0227324837,0.2539951126,0.0305498234,0.2270901214,0.0232210313,0.274792654,0.0472351946,"down"
0,0,0,0,0.5041711981,0.0599237358,0.4856983532,0.0607059371,0.3459625244,0.0527679898,0.5367140336,0.0603746455,0.4893590754,0.0488745657,0.2867542614,0.0255262241,0.4295190314,0.0483151627,0.4286766884,0.0491596147,0.2742650326,0.0263546789,0.3973970675,0.0437911793,0.3799152103,0.0257324669,0.2369742299,0.0136508148,"up"
0,0,0,0,0.5949276195,0.0432124856,0.4464362649,0.0312783057,0.4675005744,0.0327148815,0.7262561275,0.0361217888,0.7548145967,0.0300914096,0.794365378,0.0221990406,0.634112454,0.0213126301,0.593103217,0.0258168976,0.5590073717,0.0311698357,0.6708672961,0.0322731637,0.5798337848,0.062133327,0.5603153107,0.0696526223,"down"
0,0,0,0,0.8148068515,0.0008464342,0.843170166,0.000420711,0.8660944158,0.0003687333,0.1569033536,0.0017596387,0.1915075129,0.002312146,0.1918459806,0.0025985637,0.5566424763,0.0425252001,0.5943812944,0.0418375016,0.6150936759,0.0443384162,0.4802354858,0.068100977,0.5248370853,0.0728117532,0.5455587233,0.0796411698,"up"
0,6,0,0,0.4331150055,0.0024848151,0.4320678711,0.0023610704,0.436290741,0.002214996,0.7947635651,0.0040150928,0.803068161,0.0035465736,0.8170032501,0.0035376486,0.5455126508,0.0117453724,0.5588662199,0.0133351027,0.5702921284,0.0139732506,0.5772693937,0.0096371926,0.5848960031,0.0104403534,0.5978650587,0.0113914283,"right"
0,0,0,0,0.5732921254,0.0390841936,0.5665629994,0.0379832033,0.5141462846,0.0325219873,0.6826449308,0.0010433948,0.7715745406,0.0005680675,0.8821577592,0.0005536994,0.3831068572,0.0746586589,0.4233356783,0.0906985167,0.4482023845,0.1226691379,0.4893883294,0.0713893982,0.5274881517,0.0847322807,0.553845157,0.1066188063,"down"
0,0,0,1,0.4019680023,0.0338760022,0.4992160797,0.0384150186,0.2965335846,0.0364485335,0.4698066711,0.0299924324,0.4940242767,0.0323368176,0.3520698547,0.0359525193,0.4149664888,0.0269768711,0.4895060911,0.0376149659,0.2858539765,0.0216861517,0.4912809648,0.0507622052,0.5362690474,0.0537280913,0.4005535976,0.0703075347,"down"
0,0,0,0,0.5271384499,0.0009025022,0.4727269953,0.0006815091,0.3906860352,0.0006784597,0.785847057,0.001770561,0.8091777455,0.0014983636,0.8442826705,0.001136431,0.6157120113,0.0186435208,0.6032601451,0.0276661261,0.5831327755,0.0456634465,0.5577810278,0.0266018811,0.5469064722,0.032407389,0.5171245557,0.0503149461,"down"
0,0,0,0,0.6108121005,0.0168764421,0.5533974387,0.012186326,0.4640905207,0.0090959738,0.5737318559,0.001131162,0.5104494962,0.0005783368,0.3915793679,0.0004627266,0.5009330569,0.0218382749,0.452240077,0.0152435282,0.3509552725,0.0105745506,0.5772493335,0.0010298523,0.51866484,0.0010790943,0.4265958235,0.0014686494,"up"
1,1,1,0,0.4911242033,0.0513033227,0.5088318942,0.0571923489,0.5249483878,0.0824384323,0.4737249006,0.0764248119,0.4849939179,0.0997935781,0.5029350415,0.1321864358,0.2905527044,0.0638273422,0.2348307768,0.0459191087,0.1975770963,0.0361477594,0.4406847225,0.0031410096,0.6124454211,0.0033909105,0.8306682059,0.00247241,"right"
0,0,0,0,0.4806346893,0.0646179714,0.4933929443,0.0882236136,0.460609436,0.0905723837,0.8009166718,0.0412883501,0.8211269379,0.0343123523,0.7842731476,0.0378890509,0.3288380052,0.0048717205,0.3126960764,0.0055970823,0.2641149568,0.0037674464,0.9747112329,0.0011901702,0.9954342202,2.66E-006,0.9631401768,1.79E-005,"right"
1,0,1,0,0.245171441,0.0103916563,0.3134426541,0.0196272653,0.2655809191,0.0149462601,0.2213117811,0.0115953026,0.2145809597,0.0111532249,0.2082265218,0.011356945,0.1986190071,0.0076051212,0.2720207488,0.0147637798,0.1897224435,0.007181473,0.3755273211,0.0174690463,0.4549015969,0.0170940516,0.4201278245,0.0290388079,"up"
0,0,0,0,0.3120691636,0.0111168894,0.3272322112,0.0134736019,0.3994750977,0.0089744058,0.704403148,0.0747668815,0.7409895355,0.0674684843,0.6813737458,0.1010295212,0.5137165909,0.0907128096,0.556310047,0.0954596705,0.5316460548,0.0986148641,0.5772865776,0.0931207859,0.5982311682,0.0815209041,0.5347985231,0.1069666034,"down"
0,0,0,0,0.7560782992,0.0850523169,0.7548908359,0.0827523464,0.7022229405,0.0899984927,0.6246022686,0.0022017146,0.8423906067,0.0005375556,0.8746229002,0.0002767054,0.7025773625,0.0667069558,0.8345909356,0.0108347093,0.8310156943,0.0083744462,0.6373062472,0.0528325756,0.7691205219,0.0126662848,0.7710927102,0.0106169953,"down"
0,1,3,0,0.8749375777,0.0003327038,0.8752663352,0.0002133896,0.8721701882,0.0001408412,0.3505956476,0.0127310346,0.3286188299,0.0152080872,0.3235307173,0.0160486191,0.5381090788,0.0599777388,0.5282212678,0.0662635371,0.5307223786,0.0648079714,0.4516032287,0.0967278631,0.4627240077,0.0955631756,0.4534008442,0.0915237678,"up"
0,0,1,0,0.0465657552,0.0033807222,0.057562934,0.0015886489,0.0250271267,0.0004186792,0.926296658,0.0235872579,0.9338487413,0.0205420586,0.9301540799,0.0222889313,0.5467443076,0.1396957283,0.5946721073,0.1292554726,0.5404710734,0.1247181958,0.4322360014,0.077772176,0.4019807156,0.0580542285,0.3194847816,0.0510716731,"down"
0,0,2,0,0.8534232817,0.0115812048,0.9032153194,0.0155329594,0.9462523782,0.0136515574,0.3451781594,0.016386646,0.2353616823,0.0137191682,0.2287762103,0.0255652327,0.3369705161,0.0977294296,0.4295981854,0.1112614141,0.5115316949,0.1238015576,0.3845600329,0.0532463217,0.3619111977,0.0698532345,0.3539015315,0.0845898611,"up"
1,0,0,0,0.3841796875,0.0657995224,0.4567089844,0.0836205398,0.4789355469,0.1281764747,0.0944921875,0.0008533691,0.1283105469,0.0009181479,0.0871777344,0.0016057082,0.4201505017,0.0783859164,0.4556464256,0.0853527373,0.3972486413,0.0851733003,0.4974001881,0.0717189906,0.5580777069,0.078118176,0.4678224289,0.107987427,"up"
1,0,0,1,0.4508853489,0.0754311721,0.3887600369,0.0548457889,0.3246019151,0.0396622673,0.6439056396,0.0993915392,0.5531870524,0.0774828133,0.4586012099,0.0431048329,0.6546951948,0.072950357,0.3799133654,0.0562149019,0.3136587486,0.0381426949,0.2778688079,0.0486477496,0.2211308662,0.0311093716,0.2017014593,0.0139697819,"up"
4,0,0,0,0.7067220052,0.0024632769,0.6123738607,0.0021208318,0.4295613607,0.0018388112,0.240641276,0.0361987684,0.2229166667,0.0331838565,0.1726114909,0.0148617248,0.5069543885,0.0338033423,0.4237491577,0.0340149912,0.297317217,0.0223760989,0.4836485007,0.0990658235,0.421896058,0.0700567195,0.3060983827,0.0278035537,"up"
0,0,0,0,0.5351160223,0.1024772075,0.3731675582,0.0541674295,0.1766232577,0.0110549393,0.4534384988,0.1092115091,0.3093178489,0.0528303452,0.1038263494,0.0045836198,0.0431538803,0.017055517,0.034558279,0.0131392605,0.0169708975,0.0028026744,0.0352451126,0.0019254633,0.0260774585,0.000864199,0.0129720823,0.0002603235,"left"
1,0,6,0,0.1725654602,0.0291866214,0.2002792358,0.022045203,0.1786117554,0.0266917101,0.224861145,0.0257218442,0.2312240601,0.0269335764,0.2219924927,0.025903589,0.1293499102,0.0402858947,0.1002519174,0.0181833924,0.0574769501,0.0045031831,0.4397081022,0.0268436011,0.3755507507,0.0183387691,0.2953451371,0.0149877664,"down"
0,0,0,0,0.8127288818,0.0018362529,0.7626009854,0.0031099122,0.7486877441,0.0058923104,0.4263791171,0.0212841957,0.4375471635,0.0215581958,0.4447271174,0.0237796348,0.6891809834,0.0328528039,0.6931187056,0.0306654618,0.7265347305,0.028625784,0.3736411434,0.0230871167,0.3795190314,0.0227205472,0.3768716677,0.0240122471,"down"
1,0,0,11,0.4430899348,0.0217325839,0.4810000405,0.0208904033,0.5678736237,0.0509172264,0.5698330736,0.0453816275,0.5906027364,0.0300431,0.6422176065,0.0334025353,0.3090116749,0.0001569817,0.4722012511,0.0001038792,0.7509639236,0.0001686027,0.5556413126,0.0388752329,0.511988379,0.0337300796,0.4899327276,0.0256394372,"left"
1,4,0,0,0.4914196588,0.0427559654,0.508035136,0.0384636418,0.5483702032,0.0344443028,0.3693872956,0.0242709406,0.3877421167,0.0225138642,0.4412013237,0.0245716881,0.3365441652,0.0454415302,0.346186772,0.0395574428,0.3808239862,0.0335930293,0.6537340245,0.0068873446,0.6556888347,0.0056094097,0.6979279012,0.0046303044,"right"
0,1,0,0,0.774202474,0.0815997948,0.4139395255,0.0832118837,0.2094970703,0.0310611993,0.884403031,0.0397980965,0.5774830006,0.0306365307,0.2121292679,0.0152485667,0.8691044337,0.0284598999,0.5332718885,0.0285839648,0.1763036114,0.0096340785,0.8998332786,0.0049271072,0.6556878281,0.0311734277,0.2920132991,0.0307034747,"right"
1,0,0,0,0.4990904565,0.1202879842,0.5505335191,0.1547759181,0.5948246975,0.1698070925,0.36454384,0.0201965407,0.5155723422,0.0208400156,0.224052878,0.0213947846,0.5777624821,0.0653248219,0.6789225394,0.0469560924,0.5220864422,0.0977071255,0.217456434,0.0210495792,0.2908543285,0.0501375071,0.1381161207,0.004219498,"up"
6,0,0,0,0.3454201438,0.0560740624,0.3774622137,0.0565583498,0.2746776234,0.0598220401,0.4068187367,0.0586192624,0.3579198664,0.0565281035,0.3858073841,0.0709445028,0.4253739633,0.0629647861,0.3832845823,0.0591360964,0.4034785989,0.0663439487,0.5219657139,0.0389609203,0.4543190906,0.0294348103,0.4575996001,0.0444731388,"up"
0,0,1,0,0.3066731771,0.0424816439,0.3098592122,0.0295642892,0.3482137044,0.0401939622,0.6203531901,0.0163821776,0.5682006836,0.0205867198,0.5387329102,0.0270629909,0.585594751,0.0208491051,0.5783861421,0.019172069,0.5675705084,0.0329551212,0.482019281,0.0166488238,0.4588266017,0.0200095499,0.4468793524,0.037521585,"down"
1,0,0,0,0.2892354329,0.0003821286,0.4962005615,0.0002964422,0.7259453668,0.0002661976,0.2021772597,0.0149627883,0.1912807888,0.013854223,0.1938408746,0.0112198789,0.3819909654,0.0399378794,0.4467745148,0.0569589751,0.5203165737,0.0804962586,0.5036844583,0.0408699189,0.5837060038,0.0382127705,0.6732600666,0.0470575308,"up"
1,0,3,0,0.3060772931,0.0496868351,0.3453613281,0.0480295355,0.2639503762,0.0358951853,0.231382921,0.0363579022,0.309677011,0.0707489288,0.2776511863,0.0696972997,0.2994904262,0.044696831,0.3485550012,0.0515253756,0.286936863,0.0367252625,0.5823135423,0.0194286942,0.6321115947,0.0316045748,0.5426442345,0.0490775749,"down"
2,0,2,0,0.5382232666,0.0166025325,0.4398664995,0.0132920334,0.4455441562,0.0091632014,0.989833485,0.0015602239,0.9857843572,0.0037002749,0.9871410023,0.0028963092,0.7280527992,0.0727956031,0.6674263181,0.1021119055,0.6797522956,0.0953351236,0.5705790877,0.130208701,0.5309593454,0.144581129,0.5387811019,0.1424913528,"down"
0,0,0,0,0.4853446267,0.002034087,0.4222065319,0.0016841494,0.3076255105,0.0010086785,0.5326815518,0.0144228274,0.6062497226,0.0098766979,0.7211484042,0.003415473,0.5142254147,0.0063248702,0.489556798,0.0140335012,0.4503073164,0.0334181954,0.5669912618,0.011292608,0.5525918246,0.0237059584,0.5066424763,0.0490945442,"down"
0,0,0,0,0.5005737305,0.051939473,0.4607250977,0.0423592975,0.4434448242,0.0341815494,0.5444067383,0.0432337778,0.6272094727,0.0476111518,0.7485058594,0.0906020156,0.4151874217,0.0451560764,0.430590698,0.0450656356,0.4486840046,0.0706630134,0.491010408,0.0469999007,0.4936776137,0.053930428,0.508542884,0.0805976131,"down"
0,0,0,0,0.3216650391,0.0347258775,0.4788769531,0.0133513099,0.6992797852,0.0300152455,0.5447412109,0.0123354967,0.5318994141,0.0117274263,0.5184375,0.0114597946,0.4957774677,0.03735567,0.56777572,0.0281933608,0.6361155311,0.0320465449,0.3935595785,0.0352537875,0.3939606375,0.0249231232,0.4067749635,0.0198952876,"up"
40,0,10,0,0.3503473455,0.020635678,0.295851274,0.0167578491,0.3302029696,0.0240982398,0.6620941162,0.0453129788,0.6426613548,0.0418955885,0.7206961892,0.0487638711,0.2744982968,0.0156874193,0.244653436,0.0145042031,0.2907397808,0.0195455757,0.4110319165,0.0172350334,0.4126092269,0.0174403255,0.4839510515,0.0217415047,"down"
0,0,0,0,0.3949820779,0.0621645857,0.4629447243,0.0568636843,0.3746754039,0.074070901,0.5499295321,0.00317708,0.5474589955,0.0031617666,0.555326982,0.00306955,0.3106672097,0.0252696647,0.3227247482,0.0232548599,0.2953958086,0.027147515,0.3589325385,0.0634952052,0.3820275474,0.0599189274,0.377362263,0.0761337378,"up"
0,0,1,0,0.2448798286,0.0163249803,0.2427486844,0.0169210265,0.2484690348,0.0156288881,0.2480689155,0.0020657376,0.4202728271,0.0016416934,0.6534813775,0.0012939081,0.4259849363,0.0472879536,0.5220184857,0.0371478246,0.6437685581,0.0400101999,0.3796961001,0.022375188,0.4617318764,0.0416608227,0.5530625362,0.0752269026,"down"
1,0,0,0,0.1234935414,0.0046077489,0.1571044922,0.0058240958,0.1666883989,0.0116734097,0.502882524,0.0932417273,0.5339258367,0.0984380116,0.4050667503,0.084859808,0.1592602192,0.0075681929,0.2047597008,0.0093575824,0.12417617,0.0057386436,0.3880331754,0.0559567065,0.4462066795,0.049142141,0.4683075385,0.0463027153,"down"
0,1,0,2,0.344543457,0.0419427393,0.375,0.0589398193,0.3959399414,0.111693906,0.4385839844,0.0432464866,0.4999145508,0.0722419761,0.5498510742,0.1461920192,0.4668979549,0.0042695913,0.6647700595,0.001876929,0.8960246244,0.0007769361,0.4469395607,0.057278885,0.4004688804,0.0636081475,0.3777780676,0.0736352232,"left"
0,1,0,0,0.4575901031,0.0439098409,0.3972682953,0.0613179022,0.3322067261,0.0804573139,0.4534416199,0.0351982455,0.3446464539,0.0313246559,0.2447605133,0.0367423626,0.6715745192,0.0012400892,0.7209068408,0.0007409896,0.6974336905,0.0009728887,0.2946163013,0.0013097901,0.2599107725,0.0010726449,0.1849764708,0.0009049913,"left"
0,0,0,2,0.824798584,0.0011003448,0.8838306774,0.0002929984,0.9450517134,0.0001059632,0.5113886053,0.0043431297,0.512878418,0.0043021864,0.4909182462,0.0029554025,0.4823052429,0.0571593777,0.5081735041,0.0690095367,0.5196275178,0.0875135284,0.4655176244,0.0378269518,0.5022382257,0.0511984026,0.5339788211,0.0750804181,"up"
0,0,1,0,0.7322801975,0.0525533643,0.6881767629,0.0451049227,0.6798342374,0.0335200001,0.2468590613,0.0282662469,0.3563681489,0.0634958203,0.5287845592,0.1364866211,0.2740188875,0.0534046799,0.3375788665,0.0702239012,0.3981004638,0.1238028021,0.4565610844,0.040074566,0.5587555274,0.0516543715,0.6130419543,0.13913544,"down"
0,0,0,0,0.7426300049,0.0035932869,0.786811135,0.0022533243,0.8282567805,0.0009054585,0.5795593262,0.0039548133,0.5359025435,0.0038082557,0.4545260343,0.0043004954,0.5980005924,0.0180194266,0.5839529028,0.0220353645,0.5191517328,0.0394245099,0.5380664988,0.0242380934,0.5356820201,0.0322491959,0.5227728821,0.0410033885,"up"
0,0,0,0,0.0151329041,0.0002353899,0.0063743591,7.87E-005,0.0040016174,5.78E-005,0.393737793,0.0308779143,0.4588127136,0.0302215222,0.5097198486,0.0437891164,0.0161859497,0.0002270532,0.0108722258,0.0001513932,0.0096534351,0.0001806128,0.395479765,0.1036572735,0.3533269419,0.0987885819,0.3344280352,0.094904521,"up"
0,0,0,0,0.6221848476,0.0676309431,0.7183265215,0.0440941359,0.8619475188,0.0101194784,0.4599684727,0.0458998827,0.418336468,0.0491086173,0.3971203463,0.0424881058,0.2689333958,0.0104714166,0.2686809236,0.0168122612,0.2961761569,0.041373016,0.8031302514,0.0534999468,0.7980666688,0.0643570594,0.7852491598,0.0592065545,"up"
0,0,0,0,0.1761696555,0.0068892683,0.162467263,0.0041590624,0.1424574419,0.0043270334,0.8181332675,0.0105228238,0.7515772039,0.0099147446,0.813293457,0.0108828209,0.3804817091,0.0694805979,0.3388903288,0.0580811943,0.3640662026,0.0734869847,0.5068998075,0.0319630252,0.455078125,0.0280594921,0.4800633146,0.0373339343,"down"
3,0,2,4,0.2255763004,0.0359391517,0.3082746539,0.0644506976,0.3904879386,0.0977993326,0.8538861191,0.0465945829,0.8588214004,0.0439483648,0.8413706997,0.0470900225,0.4096633253,0.1026382472,0.4847979151,0.0771717998,0.5606197421,0.0492031683,0.4156455743,0.0809582846,0.4706574044,0.0667634593,0.5025617799,0.0600222669,"up"
0,0,1,0,0.5131114613,0.0846264039,0.5570650968,0.1054481308,0.5929787376,0.1362629599,0.3449762518,0.0147946991,0.3721590909,0.0163195054,0.3906818737,0.018018909,0.1365132553,0.0236620512,0.1416950533,0.0255490681,0.1302965788,0.0262232176,0.505096638,0.0559757978,0.5639051392,0.0677255204,0.5442239336,0.1054587424,"up"
3,0,0,0,0.422008849,0.0050747215,0.5747423674,0.0095593697,0.7179608261,0.0190028145,0.5211663497,0.1217632788,0.5664223119,0.098269935,0.5881593938,0.0654093204,0.363957057,0.0317057945,0.4088503566,0.0258896914,0.4648780404,0.0275294104,0.4065943329,0.0612723414,0.4952764951,0.0464004167,0.5626571644,0.036403729,"up"
0,1,0,3,0.5429798473,0.1119835809,0.5028242631,0.1289831939,0.496324019,0.1320830053,0.2952811501,0.0305458859,0.2725191983,0.0309210819,0.2479261919,0.0207250081,0.5784711937,0.1153933298,0.5390828643,0.1230380881,0.5486466973,0.1252525073,0.4164358709,0.0949595163,0.3705976007,0.090640461,0.3513625592,0.0894178379,"up"
0,0,0,0,0.2131833163,0.0263341459,0.2551949241,0.0401342702,0.2873521285,0.0581057458,0.4474015669,0.0721567901,0.5473993475,0.1034138054,0.6440887451,0.1452868357,0.0429169135,0.0006858039,0.0527751037,0.0007609672,0.0521530658,0.0010015318,0.4804372778,0.0258832515,0.5283656694,0.0329648101,0.4149215047,0.0455226371,"down"
1,0,0,0,0.6075770902,0.0462880431,0.5809512107,0.0543507665,0.6074736134,0.0611147064,0.3716822744,0.016558244,0.3408073779,0.0153391817,0.2854020075,0.0152821726,0.4453987307,0.0401037281,0.4517970475,0.0381520807,0.3941949503,0.0589579952,0.4374655077,0.0403589906,0.441906388,0.0390061999,0.3860461507,0.0569268223,"up"
0,1,0,0,0.2663477117,0.0170059345,0.2522166859,0.012745441,0.2397558039,0.0103916999,0.8174646551,0.0012630455,0.8387395685,0.0006216385,0.8630149148,0.0002525552,0.436431798,0.0754056178,0.4682168246,0.0774375495,0.492065314,0.089381806,0.5384349082,0.0833290175,0.5502832494,0.0824083424,0.5628036137,0.08601658,"down"
0,5,0,1,0.3404596502,0.0413546454,0.2854752974,0.039195219,0.2663407759,0.0411795131,0.552794023,0.0728228057,0.4304546009,0.0494458589,0.3407662132,0.0360234865,0.4666524733,0.043842237,0.3764125444,0.0266337975,0.3198941055,0.0173107982,0.225225859,0.0866365619,0.2115613892,0.0398398534,0.3002462233,0.0500808746,"right"
0,0,2,0,0.1901369962,0.0343707241,0.1547740589,0.0225469306,0.1225225275,0.0141157955,0.4795490612,0.0481032182,0.364722512,0.0694763208,0.3343727805,0.0624093585,0.4633108709,0.0279130336,0.3048319017,0.0145892906,0.2756886848,0.0109778614,0.4056631368,0.0212491103,0.3659434242,0.0299759416,0.2718231635,0.0404198208,"down"
0,0,0,0,0.4949829102,0.0375589906,0.6413647461,0.0407421266,0.7601635742,0.0344101467,0.7325415039,0.0075716448,0.7128027344,0.0083262176,0.6867114258,0.0075972919,0.4726692926,0.0419732348,0.4962209151,0.0363976089,0.5127719376,0.0334311651,0.5237407398,0.0577992967,0.5693017008,0.0601817312,0.6325483879,0.0698152459,"up"
0,0,0,0,0.0709935969,0.0005437644,0.0821158669,0.001068016,0.1000213623,0.0035755671,0.1077242765,0.0002989613,0.1105402166,0.0003228374,0.1070459539,0.0003747936,0.1469823756,0.009866819,0.1504369076,0.0082038569,0.1569164692,0.007432987,0.0945812352,0.0029871897,0.0945849378,0.0018753023,0.0776954976,0.0012182045,"down"
2,0,0,0,0.3185472675,0.008903197,0.3614322438,0.0097151723,0.2673674939,0.0102317591,0.6510907341,0.0031217274,0.6148286707,0.0040734739,0.5899167528,0.0044904403,0.476560903,0.0422754607,0.4611467064,0.0338808123,0.4240453163,0.0399194746,0.4577978076,0.045083345,0.4504755851,0.0333535531,0.4147380289,0.0365561899,"up"
1,1,0,0,0.3123751554,0.0403711857,0.3737099387,0.0422311093,0.2275570956,0.0308874002,0.5981181752,0.0151122354,0.6216153232,0.0159778042,0.4518155185,0.023197876,0.506555465,0.0521962568,0.5306409212,0.0512593469,0.4367168987,0.0371010022,0.3922078643,0.0448513558,0.3992520735,0.0304434121,0.3217046801,0.0407539982,"up"
0,0,0,0,0.5873740234,0.0014295656,0.5277988281,0.0009044636,0.4267988281,0.0009438422,0.4825224609,0.0017044043,0.5764980469,0.0006224217,0.7201513672,0.0003918541,0.5160549741,0.0119037777,0.5107063563,0.0131661241,0.4970279666,0.0263449535,0.5842371477,0.0052123013,0.5678824946,0.0061911128,0.5348604799,0.0174271445,"down"
0,0,0,0,0.6110243364,0.0016019939,0.5160106312,0.0010503235,0.4959272905,0.000972124,0.5494620583,0.1239245037,0.5468819358,0.1236148693,0.5400238037,0.1298861312,0.573517106,0.0612093445,0.5110189573,0.0598582067,0.5023733709,0.0603558225,0.3396327014,0.0657231902,0.3033471564,0.0456580977,0.2735485782,0.0472964484,"down"
